v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,There bold 2  &lt;#&gt; . Is that yours,,,
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",,,
ham,Great! So what attracts you to the brothas?,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,,,
ham,Ffffffffff. Alright no way I can meet up with you sooner?,,,
ham,"Yo my trip got postponed, you still stocked up?",,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,,,
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",,,
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,,,
ham,I'm in office now . I will call you  &lt;#&gt;  min:),,,
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",,,
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,,,
ham,I was gonna ask you lol but i think its at 7,,,
ham,aathi..where are you dear..,,,
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",,,
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,,,
ham,"Yes, princess. Toledo.",,,
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
ham,"Ok, be careful ! Don't text and drive !",,,
ham,Good. Good job. I like entrepreneurs,,,
ham,Sounds great! Im going to sleep now. Have a good night!,,,
ham,Ya that one is slow as poo,,,
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"," always give response 2 who cares 4 U\""... Gud night..swt dreams..take care""",,
ham,So Ì_'ll be submitting da project tmr rite?,,,
ham,LMAO where's your fish memory when I need it?,,,
ham,Tell rob to mack his gf in the theater,,,
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,,,
ham,Is that seriously how you spell his name?,,,
ham,Havent still waitin as usual... ÌÏ come back sch oredi?,,,
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",,,
ham,No that just means you have a fat head,,,
ham,O we cant see if we can join denis and mina? Or does denis want alone time,,,
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",,,
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,,,
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
ham,LOL ... No just was busy,,,
ham,Wow v v impressed. Have funs shopping!,,,
ham,Do you like Italian food?,,,
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",,,
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),,,
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,,,
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,,,
ham,Mm i am on the way to railway,,,
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,,,
ham,K..k.:)congratulation ..,,,
ham,They r giving a second chance to rahul dengra.,,,
ham,Sorry * was at the grocers.,,,
ham,"Sorry, I'll call later",,,
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
ham,I'll let you know when it kicks in,,,
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",,,
ham,Good evening! this is roger. How are you?,,,
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,,,
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",,,
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,,,
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",,,
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,,,
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,,,
ham,"Dear relieved of westonzoyland, all going to plan this end too!",,,
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",,,
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",,,
ham,Yup song bro. No creative. Neva test quality. He said check review online.,,,
ham,Pls send me your address sir.,,,
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,,,
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",,,
ham,"Goodmorning,my grandfather expired..so am on leave today.",,,
ham,S..antha num corrct dane,,,
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",,,
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,,,
ham,Hey we can go jazz power yoga hip hop kb and yogasana ,,,
ham,I've reached already.,,,
ham,That's my honeymoon outfit. :),,,
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,
ham,I'm also came to room.,,,
ham,I'll probably be around mu a lot,,,
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,,,
ham,Nope i waiting in sch 4 daddy... ,,,
ham,It is a good thing I'm now getting the connection to bw,,,
ham,I want  &lt;#&gt;  rs da:)do you have it?,,,
ham,Gettin rdy to ship comp,,,
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,,,
ham,Me too! Have a lovely night xxx,,,
ham,Hi my email address has changed now it is ,,,
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,,,
spam,U‰Ûªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,,,
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,,,
ham,I know that my friend already told that.,,,
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",,,
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,,,
ham,I need you to be in my strong arms...,,,
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,,,
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,,,
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",,,
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,,,
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,,,
ham,Old Orchard near univ. How about you?,,,
ham,"It'll be tough, but I'll do what I have to",,,
ham,We got a divorce. Lol. She.s here,,,
ham,Thank you princess! You are so sexy...,,,
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",,,
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,,,
ham,"Not sure yet, still trying to get a hold of him",,,
ham,Did you try making another butt.,,,
ham,Oh:)as usual vijay film or its different?,,,
spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,"Aight fuck it, I'll get it later",,,
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",,,
ham,Then u going ikea str aft dat?,,,
ham,I am on the way to ur home,,,
ham,Want to finally have lunch today?,,,
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",,,
ham,K k :-):-) then watch some films.,,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",,,
ham,Want to finally have lunch today?,,,
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,,,
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",,,
ham,"Sorry, I'll call later",,,
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",,,
ham,Is ur paper in e morn or aft tmr?,,,
ham,I surely dont forgot to come:)i will always be in touch in with you:-),,,
ham,have * good weekend.,,,
ham,"Sir, waiting for your letter.",,,
ham,Good morning princess! Have a great day!,,,
ham,Ok can...,,,
ham,K.i will send in  &lt;#&gt;  min:),,,
ham,No no. I will check all rooms befor activities,,,
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,,,
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,,,
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,,,
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,";-( oh well, c u later",,,
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",,,
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",,,
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,,,
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,,,
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",,,
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,,,
ham,Need a coffee run tomo?Can't believe it's that time of week already,,,
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),,,
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",,,
ham,Hey leave it. not a big deal:-) take care.,,,
ham,Did u got that persons story,,,
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,,,
ham,Ok...,,,
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",,,
ham,In fact when do you leave? I think addie goes back to school tues or wed,,,
ham,All e best 4 ur driving tmr :-),,,
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
